Date_ID,Full_Date,Day,Month,Month_Name,Quarter,Year,Weekday,Is_Weekend
20250824,2025-08-24,24,8,August,3,2025,Sunday,True
20250825,2025-08-25,25,8,August,3,2025,Monday,False
20250826,2025-08-26,26,8,August,3,2025,Tuesday,False
20250827,2025-08-27,27,8,August,3,2025,Wednesday,False
20250828,2025-08-28,28,8,August,3,2025,Thursday,False
20250829,2025-08-29,29,8,August,3,2025,Friday,False
20250830,2025-08-30,30,8,August,3,2025,Saturday,True
20250831,2025-08-31,31,8,August,3,2025,Sunday,True
20250901,2025-09-01,1,9,September,3,2025,Monday,False
20250902,2025-09-02,2,9,September,3,2025,Tuesday,False
20250903,2025-09-03,3,9,September,3,2025,Wednesday,False
20250904,2025-09-04,4,9,September,3,2025,Thursday,False
20250905,2025-09-05,5,9,September,3,2025,Friday,False
20250906,2025-09-06,6,9,September,3,2025,Saturday,True
20250907,2025-09-07,7,9,September,3,2025,Sunday,True
20250908,2025-09-08,8,9,September,3,2025,Monday,False
20250909,2025-09-09,9,9,September,3,2025,Tuesday,False
20250910,2025-09-10,10,9,September,3,2025,Wednesday,False
20250911,2025-09-11,11,9,September,3,2025,Thursday,False
20250912,2025-09-12,12,9,September,3,2025,Friday,False
20250913,2025-09-13,13,9,September,3,2025,Saturday,True
20250914,2025-09-14,14,9,September,3,2025,Sunday,True
20250915,2025-09-15,15,9,September,3,2025,Monday,False
20250916,2025-09-16,16,9,September,3,2025,Tuesday,False
20250917,2025-09-17,17,9,September,3,2025,Wednesday,False
20250918,2025-09-18,18,9,September,3,2025,Thursday,False
20250919,2025-09-19,19,9,September,3,2025,Friday,False
20250920,2025-09-20,20,9,September,3,2025,Saturday,True
20250921,2025-09-21,21,9,September,3,2025,Sunday,True
20250922,2025-09-22,22,9,September,3,2025,Monday,False
20250923,2025-09-23,23,9,September,3,2025,Tuesday,False
20250924,2025-09-24,24,9,September,3,2025,Wednesday,False
20250925,2025-09-25,25,9,September,3,2025,Thursday,False
20250926,2025-09-26,26,9,September,3,2025,Friday,False
20250927,2025-09-27,27,9,September,3,2025,Saturday,True
20250928,2025-09-28,28,9,September,3,2025,Sunday,True
20250929,2025-09-29,29,9,September,3,2025,Monday,False
20250930,2025-09-30,30,9,September,3,2025,Tuesday,False
20251001,2025-10-01,1,10,October,4,2025,Wednesday,False
20251002,2025-10-02,2,10,October,4,2025,Thursday,False
20251003,2025-10-03,3,10,October,4,2025,Friday,False
20251004,2025-10-04,4,10,October,4,2025,Saturday,True
20251005,2025-10-05,5,10,October,4,2025,Sunday,True
20251006,2025-10-06,6,10,October,4,2025,Monday,False
20251007,2025-10-07,7,10,October,4,2025,Tuesday,False
20251008,2025-10-08,8,10,October,4,2025,Wednesday,False
20251009,2025-10-09,9,10,October,4,2025,Thursday,False
20251010,2025-10-10,10,10,October,4,2025,Friday,False
20251011,2025-10-11,11,10,October,4,2025,Saturday,True
20251012,2025-10-12,12,10,October,4,2025,Sunday,True
20251013,2025-10-13,13,10,October,4,2025,Monday,False
20251014,2025-10-14,14,10,October,4,2025,Tuesday,False
20251015,2025-10-15,15,10,October,4,2025,Wednesday,False
20251016,2025-10-16,16,10,October,4,2025,Thursday,False
20251017,2025-10-17,17,10,October,4,2025,Friday,False
20251018,2025-10-18,18,10,October,4,2025,Saturday,True
20251019,2025-10-19,19,10,October,4,2025,Sunday,True
20251020,2025-10-20,20,10,October,4,2025,Monday,False
20251021,2025-10-21,21,10,October,4,2025,Tuesday,False
20251022,2025-10-22,22,10,October,4,2025,Wednesday,False
20251023,2025-10-23,23,10,October,4,2025,Thursday,False
20251024,2025-10-24,24,10,October,4,2025,Friday,False
20251025,2025-10-25,25,10,October,4,2025,Saturday,True
20251026,2025-10-26,26,10,October,4,2025,Sunday,True
20251027,2025-10-27,27,10,October,4,2025,Monday,False
20251028,2025-10-28,28,10,October,4,2025,Tuesday,False
20251029,2025-10-29,29,10,October,4,2025,Wednesday,False
20251030,2025-10-30,30,10,October,4,2025,Thursday,False
20251031,2025-10-31,31,10,October,4,2025,Friday,False
20251101,2025-11-01,1,11,November,4,2025,Saturday,True
20251102,2025-11-02,2,11,November,4,2025,Sunday,True
20251103,2025-11-03,3,11,November,4,2025,Monday,False
20251104,2025-11-04,4,11,November,4,2025,Tuesday,False
20251105,2025-11-05,5,11,November,4,2025,Wednesday,False
20251106,2025-11-06,6,11,November,4,2025,Thursday,False
20251107,2025-11-07,7,11,November,4,2025,Friday,False
20251108,2025-11-08,8,11,November,4,2025,Saturday,True
20251109,2025-11-09,9,11,November,4,2025,Sunday,True
20251110,2025-11-10,10,11,November,4,2025,Monday,False
20251111,2025-11-11,11,11,November,4,2025,Tuesday,False
20251112,2025-11-12,12,11,November,4,2025,Wednesday,False
20251113,2025-11-13,13,11,November,4,2025,Thursday,False
20251114,2025-11-14,14,11,November,4,2025,Friday,False
20251115,2025-11-15,15,11,November,4,2025,Saturday,True
20251116,2025-11-16,16,11,November,4,2025,Sunday,True
20251117,2025-11-17,17,11,November,4,2025,Monday,False
20251118,2025-11-18,18,11,November,4,2025,Tuesday,False
20251119,2025-11-19,19,11,November,4,2025,Wednesday,False
20251120,2025-11-20,20,11,November,4,2025,Thursday,False
20251121,2025-11-21,21,11,November,4,2025,Friday,False
20251122,2025-11-22,22,11,November,4,2025,Saturday,True
20251123,2025-11-23,23,11,November,4,2025,Sunday,True
20251124,2025-11-24,24,11,November,4,2025,Monday,False
20251125,2025-11-25,25,11,November,4,2025,Tuesday,False
20251126,2025-11-26,26,11,November,4,2025,Wednesday,False
20251127,2025-11-27,27,11,November,4,2025,Thursday,False
20251128,2025-11-28,28,11,November,4,2025,Friday,False
20251129,2025-11-29,29,11,November,4,2025,Saturday,True
20251130,2025-11-30,30,11,November,4,2025,Sunday,True
20251201,2025-12-01,1,12,December,4,2025,Monday,False
20251202,2025-12-02,2,12,December,4,2025,Tuesday,False
20251203,2025-12-03,3,12,December,4,2025,Wednesday,False
20251204,2025-12-04,4,12,December,4,2025,Thursday,False
20251205,2025-12-05,5,12,December,4,2025,Friday,False
20251206,2025-12-06,6,12,December,4,2025,Saturday,True
20251207,2025-12-07,7,12,December,4,2025,Sunday,True
20251208,2025-12-08,8,12,December,4,2025,Monday,False
20251209,2025-12-09,9,12,December,4,2025,Tuesday,False
20251210,2025-12-10,10,12,December,4,2025,Wednesday,False
20251211,2025-12-11,11,12,December,4,2025,Thursday,False
20251212,2025-12-12,12,12,December,4,2025,Friday,False
20251213,2025-12-13,13,12,December,4,2025,Saturday,True
20251214,2025-12-14,14,12,December,4,2025,Sunday,True
20251215,2025-12-15,15,12,December,4,2025,Monday,False
20251216,2025-12-16,16,12,December,4,2025,Tuesday,False
20251217,2025-12-17,17,12,December,4,2025,Wednesday,False
20251218,2025-12-18,18,12,December,4,2025,Thursday,False
20251219,2025-12-19,19,12,December,4,2025,Friday,False
20251220,2025-12-20,20,12,December,4,2025,Saturday,True
20251221,2025-12-21,21,12,December,4,2025,Sunday,True
20251222,2025-12-22,22,12,December,4,2025,Monday,False
20251223,2025-12-23,23,12,December,4,2025,Tuesday,False
20251224,2025-12-24,24,12,December,4,2025,Wednesday,False
20251225,2025-12-25,25,12,December,4,2025,Thursday,False
20251226,2025-12-26,26,12,December,4,2025,Friday,False
20251227,2025-12-27,27,12,December,4,2025,Saturday,True
20251228,2025-12-28,28,12,December,4,2025,Sunday,True
20251229,2025-12-29,29,12,December,4,2025,Monday,False
20251230,2025-12-30,30,12,December,4,2025,Tuesday,False
20251231,2025-12-31,31,12,December,4,2025,Wednesday,False
